City,State,Latitude,Longitude
Luzerne,PA,41.28328,-75.89369
Clinton,WA,47.962134,-122.40089
Gig Harbor,WA,47.378121,-122.7222
Colbert,WA,47.844289,-117.37274
Planada,CA,37.297403,-120.32285
Doyle,CA,40.030098,-120.11304
Silverton,OR,45.003489,-122.78012
De Kalb Junction,NY,44.494708,-75.29944
Gardendale,TX,32.020274,-102.35512
Greensboro,PA,39.809161,-79.93793
Eden,WI,43.699527,-88.32233
Seymour,MO,37.157055,-92.78857
Johnsonville,IL,38.513119,-88.58911
Harrisonburg,VA,38.477752,-78.86302
Capron,VA,36.724498,-77.21893
Ragley,LA,30.472103,-93.13957
Prospect Park,PA,39.884562,-75.30847
Pencil Bluff,AR,34.655204,-93.73748
Poughquag,NY,41.614667,-73.67709
Bragg City,MO,36.27471,-89.87346
Chico,TX,33.293652,-97.8597
Borger,TX,35.631621,-101.599447
Trego,MT,48.611903,-114.90532
South Holland,IL,41.597472,-87.59909
Yoder,CO,38.688075,-104.17321
Poncha Springs,CO,38.471892,-106.097284
Castleford,ID,42.371508,-114.90993
Saint Joseph,MO,39.676333,-94.857364
Meadville,MO,39.78583,-93.30007
Castle,OK,35.54247,-96.39471
Whittier,CA,33.786594,-118.298662
West Point,CA,38.421689,-120.46947
Plush,OR,42.543512,-119.86512
Paradise Inn,WA,47.066193,-122.113223
Dixfield,ME,44.555583,-70.41383
Stillwater,ME,44.922368,-68.686796
South Lancaster,MA,42.443539,-71.686137
Grant,FL,27.929103,-80.52879
Delhi,NY,42.302716,-74.91667
Leicester,NY,42.780121,-77.91499
Centerville,PA,41.727069,-79.78908
Palm,PA,40.431982,-75.53852
Sybertsville,PA,41.001956,-76.08117
Thorndale,PA,39.997469,-75.75964
Belleville,NY,43.778046,-76.125914
West Sacramento,CA,38.619545,-121.961532
Brookings,OR,42.098285,-124.27265
Cypress,CA,33.817481,-118.0399
Nahcotta,WA,46.514625,-123.76903
Wapato,WA,46.457731,-120.46721
Datto,AR,36.384555,-90.73187
Laverne,OK,36.673357,-99.88179
Enterprise,KS,38.894257,-97.11391
Wallace,KS,38.912898,-101.50937
Norman,NE,40.478879,-98.792699
Willow Island,NE,40.892469,-100.070257
Queen City,MO,40.410297,-92.55728
Santa Fe,MO,39.369471,-91.81864
Sandy,UT,40.594948,-111.83448
Pierron,IL,38.780229,-89.5973
Carmine,TX,30.141287,-96.6909
Gadsden,AL,33.984062,-85.803434
East Tallassee,AL,32.800155,-85.803427
Douglas,MI,42.643315,-86.20404
Lincoln Park,MI,42.243488,-83.18097
Catharpin,VA,38.858613,-77.56391
Rising Sun,MD,39.694974,-76.05395
Warwick,MD,39.44474,-75.80203
Skowhegan,ME,44.782568,-69.69212
Hammondsport,NY,42.453547,-77.18019
McCoy,TX,28.906103,-98.2802
Canyon,TX,34.96539,-101.895894
Roaring Springs,TX,33.915528,-100.81731
Bozeman,MT,45.627982,-110.90128
Nelson,IL,41.797256,-89.599529
Aledo,IL,41.202461,-90.73137
Forrest,IL,40.756972,-88.40479
Wardell,MO,36.349977,-89.80605
Rock Port,MO,40.437038,-95.53297
Chapman,NE,41.031618,-98.17004
Donner,LA,29.696385,-90.944418
Edgerton,KS,38.762545,-95.00622
Fremont,NE,41.567907,-96.617443
Ilfeld,NM,35.456288,-104.679611
Keota,OK,35.26773,-94.87609
Egypt,AR,35.867472,-90.94537
Silverthorne,CO,39.722417,-106.13744
Bern,ID,42.339083,-111.37641
Saxton,PA,40.221352,-78.22785
Dawson,GA,31.756995,-84.43357
Defuniak Springs,FL,30.603777,-86.12111
Stuart,VA,36.655575,-80.23909
Ghent,WV,37.618115,-81.10724
Castleton,VA,38.627135,-78.11341
Creamery,PA,40.185071,-75.419966
Cookstown,NJ,40.050128,-74.55611
Bonneau,SC,33.284887,-79.91504
Hague,NY,43.750773,-73.51881
Lumberton,NC,34.607669,-79.014425
Stanwood,IA,41.888096,-91.14794
Grandview,IA,41.277239,-91.18897
Hubertus,WI,43.233282,-88.2396
Herbster,WI,46.765166,-91.21312
Saint Peter,MN,44.337276,-93.99282
Bakewell,TN,35.345216,-85.138046
McDonald,TN,35.114036,-84.98535
Russellville,TN,36.248645,-83.19321
Millheim,PA,40.891594,-77.47605
Leesburg,NJ,39.254836,-74.97767
Palatine Bridge,NY,42.923583,-74.55536
Derby,NY,42.694598,-78.98151
Kimball,WV,37.427781,-81.48654
Green Bank,WV,38.412244,-79.79796
West Millbury,MA,42.364807,-71.896868
Wayne,PA,40.043399,-75.357308
San Pablo,CO,37.127132,-105.3675
Powersville,MO,40.542119,-93.25234
Eldon,MO,38.311355,-92.58395
Glasco,KS,39.367111,-97.82634
Papillion,NE,41.144085,-96.00547
Holdrege,NE,40.434479,-99.37311
McCook,NE,40.225039,-100.63052
Caliente,NV,37.488849,-114.45374
Santa Monica,CA,34.01491,-118.4922
Abernathy,TX,33.857895,-101.88156
Mena,AR,34.588479,-94.21567
Sweetwater,OK,35.458562,-99.87143
Barrington,NH,43.208136,-71.04356
Mirror Lake,NH,43.642398,-71.28614
Bozrah,CT,41.543559,-72.17684
Waverley,MA,42.446396,-71.459405
Richland,MO,37.828549,-92.40512
Hingham,MT,48.555089,-110.41769
Ovando,MT,47.044698,-113.09214
Palatine,IL,42.10979,-88.04917
Mount Union,IA,41.038005,-91.39992
Camanche,IA,41.780515,-90.28869
Taylorstown,PA,40.16113,-80.378093
Bidwell,OH,38.919179,-82.29337
Nordland,WA,48.058323,-122.68794
Kendall,WI,43.795422,-90.37609
Bethel,MN,45.395494,-93.23584
Raymond,MN,45.028945,-95.22418
Mount Morris,IL,42.046139,-89.44025
Lakeview,TX,34.637427,-100.76388
Newport Coast,CA,33.610717,-117.8325
Brookfield,MO,39.792042,-93.04973
Montier,MO,37.153294,-91.337506
Long Lane,MO,37.61082,-92.94184
Medina,ND,46.867794,-99.33125
Parshall,ND,47.927133,-102.13973
Barneston,NE,40.048634,-96.57326
McNabb,IL,41.168946,-89.2205
Marine,IL,38.78956,-89.77538
Aquasco,MD,38.564649,-76.69229
Benavides,TX,27.592468,-98.414188
Trimble,MO,39.474988,-94.54614
Dawson,NE,40.11127,-95.83868
Newcastle,NE,42.660607,-96.92796
Jefferson,TX,32.768011,-94.34908
Colleyville,TX,32.885062,-97.14923
Bell City,LA,30.077002,-93.03224
Merryville,LA,30.685274,-93.55827
Walker,LA,30.521962,-90.84035
Plaucheville,LA,30.945975,-91.95294
Portageville,MO,36.436042,-89.68851
Golden,CO,39.522014,-105.223945
Felt,OK,36.563865,-102.78868
Verdi,CA,39.523693,-120.03012
Topanga,CA,34.101447,-118.59933
Westminster,CA,33.640302,-117.769442
Fillmore,UT,38.951694,-112.31666
Veguita,NM,34.460462,-106.71879
Oakland,CA,37.806427,-122.28898
Adna,WA,46.571323,-123.298384
Ames,IA,42.035998,-93.465172
Gilbert,IA,42.110624,-93.64504
Storm Lake,IA,42.646924,-95.1807
Sumner,IA,42.846877,-92.11188
Livonia,LA,30.568308,-91.55075
Mexico,MO,39.179316,-91.88404
Bruner,MO,37.020827,-92.94999
Rittman,OH,40.971727,-81.77938
New London,OH,41.098478,-82.40483
Tennant,IA,41.595686,-95.44193
Stevens Village,AK,66.005296,-149.10303
Mountville,PA,40.040697,-76.42806
Strasburg,PA,39.9656,-76.17781
Lancaster,PA,40.0185,-76.297582
Drexel Hill,PA,39.949962,-75.30184
Pine Hill,NY,42.136293,-74.473639
Menard,IL,38.013132,-89.899569
Wampsville,NY,43.078461,-75.701639
Killington,VT,43.659839,-72.79419
Granite,OK,34.976173,-99.3952
Oakhurst,OK,36.074141,-96.0619
Hancock,IA,41.388872,-95.36782
Kenosha,WI,42.559823,-87.87878
Wheeler,IL,39.038732,-88.31569
Cantrall,IL,39.909732,-89.68831
Elkhorn,NE,41.274881,-96.24565
Gray,LA,29.696636,-90.77238
Rapids City,IL,41.585883,-90.343228
Eagle,CO,39.622314,-106.7751
Aguila,AZ,33.945183,-113.19837
Bluffton,TX,30.833543,-98.47938
Cost,TX,29.406434,-97.5869
Silvana,WA,48.037258,-121.682271
Dulce,NM,36.818905,-106.9757
Oakdale,CA,37.776528,-120.84756
Huntington Beach,CA,33.640302,-117.769442
Kempner,TX,31.071352,-97.97615
Windsor,SC,33.475916,-81.51935
Newell,AL,33.423088,-85.47202
Sharon,MS,32.642448,-90.090683
Mccomb,MS,31.225598,-90.43327
West Milton,OH,39.958117,-84.33335
Elgin,OH,40.740456,-84.47602
Gardner,ND,47.15096,-96.96482
Bays,KY,37.640938,-83.24466
Vest,KY,37.393894,-83.02313
Chesterville,OH,40.479649,-82.68356
Graytown,OH,41.553383,-83.25597
Warnock,OH,40.022806,-80.94093
Pitsburg,OH,39.986011,-84.48651
Pompano Beach,FL,26.253909,-80.134216
Aurora,IA,42.616399,-91.73262
Highlandville,IA,43.463765,-91.689862
Waterford,WI,42.798555,-88.19409
Onsted,MI,42.020199,-84.16796
Gloster,MS,31.206278,-90.9959
Pueblo,CO,38.370203,-104.61964
Frederick,IL,40.04195,-90.46831
Bonnie,IL,38.192726,-88.93138
Desha,AR,35.733939,-91.68913
Boles,AR,34.734204,-94.05784
Saint John,KS,38.014216,-98.79487
Whiteclay,NE,42.963117,-102.51068
Atoka,OK,34.347553,-96.11276
Canton,PA,41.649813,-76.82304
Spring Glen,PA,40.632279,-76.64059
Sayre,PA,41.983801,-76.52578
Penns Park,PA,40.268981,-75.009401
Binghamton,NY,42.110927,-75.85223
Athol,MA,42.579931,-72.20836
Bullock,NC,36.525791,-78.57014
Jewell,GA,33.285774,-82.7749
Hillman,MI,45.068394,-83.96071
Sioux City,IA,42.528033,-96.47647
Barnett,MO,38.361276,-92.72167
Manhattan,KS,39.194065,-96.57872
Hutchinson,KS,38.034292,-97.92382
Lewis,KS,37.876262,-99.23229
Boles,IL,37.44725,-88.876792
Bathgate,ND,48.883906,-97.4489
Wheeling,IL,42.131526,-87.92958
West Memphis,AR,35.150009,-90.17636
Maple Plain,MN,45.015914,-93.47188
Freedom,WI,44.416326,-88.464873
Oxford,MS,34.345016,-89.50735
Blountstown,FL,30.42007,-85.07299
Berlin,OH,40.561587,-81.7981
Lookout,KY,37.314848,-82.464979
Rushsylvania,OH,40.470605,-83.66538
Jacksonville,NC,34.692056,-77.391199
Troy,SC,33.980222,-82.19013
Heuvelton,NY,44.563604,-75.48794
Six Mile Run,PA,40.163172,-78.20555
York,ME,43.159537,-70.65239
Graniteville,VT,44.140716,-72.47675
Norwalk,CT,41.100496,-73.39918
Blue Creek,WV,38.490789,-81.392845
Given,WV,38.698253,-81.75416
Spanishburg,WV,37.467516,-81.11672
Adamstown,MD,39.301647,-77.46667
Irvington,VA,37.66871,-76.41038
Spring Mount,PA,40.276511,-75.4582
Clifton Park,NY,42.853676,-73.78445
Chichester,NY,42.105611,-74.29143
Poplar Ridge,NY,42.742057,-76.628454
West Barnstable,MA,41.70631,-70.37048
Lincolnton,NC,35.484822,-81.239543
Southern Pines,NC,35.180394,-79.39084
Helena,MT,46.590083,-112.040173
Evergreen Park,IL,41.719933,-87.70249
Sheffield,AL,34.759738,-87.69317
Steele,KY,37.417254,-82.18823
Rockport,KY,37.337926,-86.99685
Vaughnsville,OH,40.882077,-84.148028
Coon Rapids,IA,41.87131,-94.6884
Galt,IA,42.682176,-93.61472
Gilbertville,IA,42.417252,-92.21396
East Norwich,NY,40.848766,-73.53478
Great River,NY,40.922326,-72.637078
Webb,NY,43.606444,-75.103186
Gulfport,MS,30.461786,-89.10381
Dewy Rose,GA,34.212836,-82.94112
Surrency,GA,31.715778,-82.19784
Lottsburg,VA,37.991772,-76.48985
Sanford,VA,37.93359,-75.67692
Ashland,NY,42.321453,-74.33926
Fallsburg,NY,41.732505,-74.60896
Charleston,SC,32.84885,-79.85773
Alpharetta,GA,34.080035,-84.21929
Hamilton,VA,39.137667,-77.66186
Santa Fe Springs,CA,33.786594,-118.298662
Canoga Park,CA,33.786594,-118.298662
Coronado,CA,32.682727,-117.17441
South Dos Palos,CA,36.961248,-120.65439
La Madera,NM,36.422525,-106.06145
San Rafael,CA,37.970726,-122.524012
Denair,CA,37.552329,-120.78463
Klamath,CA,41.51823,-124.03075
Chico,CA,39.805255,-121.684124
Quincy,CA,39.957324,-120.98366
Paradise,UT,41.508503,-111.79102
Huntsville,IL,40.18275,-90.81819
Buffalo,IL,39.861289,-89.37836
Chesterfield,MO,38.638318,-90.427118
Marble Hill,MO,37.309447,-89.98127
Laingsburg,MI,42.884921,-84.3569
Jetson,KY,37.248326,-86.509271
Pickerington,OH,39.882017,-82.739875
Indiantown,FL,27.049788,-80.48057
Money,MS,33.650681,-90.196909
Mackville,KY,37.742806,-85.05564
White Mountain,AK,64.684323,-163.44257
Monterey,CA,36.586193,-121.88667
Yucca Valley,CA,34.161795,-116.41246
Sunapee,NH,43.444147,-72.088709
Kearsarge,NH,43.883871,-71.257726
New Sweden,ME,46.953804,-68.1204
Irasburg,VT,44.800462,-72.28964
Orange,CT,41.279547,-73.02541
Angeles,PR,18.279531,-66.80217
Ponce,PR,18.004303,-66.61374
Newborn,GA,33.500008,-83.67165
Ellenwood,GA,33.639658,-84.26822
Jesup,GA,31.578181,-81.880222
Sweet Water,AL,32.114999,-87.90187
Flintville,TN,35.063253,-86.41866
Pottstown,PA,40.253496,-75.63481
Modest Town,VA,37.790415,-75.60347
Villamont,VA,37.310494,-79.789799
Symsonia,KY,36.922652,-88.5104
Lockbourne,OH,39.818249,-82.98115
Lewistown,OH,40.436172,-83.92528
Panama City,FL,30.195424,-85.66458
Mount Mourne,NC,35.529792,-80.947028
Trebloc,MS,33.906827,-88.955351
Boyne City,MI,45.215511,-85.00995
Honey Creek,IA,41.427994,-95.84004
Floris,IA,40.852256,-92.24785
Bruceville,IN,38.762261,-87.4228
Bremen,KS,39.921671,-96.77794
Galena,KS,37.091398,-94.65462
Hamlet,NE,40.383691,-101.23172
Brady,NE,41.036035,-100.34398
Paden,OK,35.514019,-96.56969
Kekaha,HI,21.97313,-159.71766
Ookala,HI,19.996769,-155.31153
Sammamish,WA,47.584879,-122.033685
Copalis Beach,WA,47.118566,-124.16027
McKeesport,PA,40.434436,-80.024817
Fredericktown,PA,40.010135,-80.00537
Mayaguez,PR,18.219023,-67.508068
Chicopee,MA,42.170731,-72.604842
Elko,GA,32.335147,-83.74571
Copeland,FL,26.03569,-81.46799
Pinson,TN,35.4832,-88.73125
Homewood,CA,39.093271,-120.16325
Cascade Locks,OR,45.655523,-121.89435
New Pine Creek,CA,41.924974,-120.28989
Longbranch,WA,47.200168,-122.77537
Tracyton,WA,47.626717,-122.649953
Fort Richardson,AK,61.261518,-149.66336
Kingsbury,TX,29.655639,-97.77219
Chatsworth,CA,33.786594,-118.298662
Cathedral City,CA,33.752886,-116.055617
Two Rivers,AK,64.874591,-146.898195
Joliet,IL,41.533631,-88.05592
Erie,IL,41.657803,-90.08613
Rudyard,MI,46.204512,-84.73671
Mechanicsville,IA,41.900204,-91.25428
Ismay,MT,46.429205,-104.94036
Hatfield,MO,40.527055,-94.15484
Corning,AR,36.410344,-90.56479
Delcambre,LA,29.945707,-91.98682
Bossier City,LA,32.62762,-93.608968
Grambling,LA,32.526277,-92.71794
Zwolle,LA,31.597407,-93.66397
Doddridge,AR,33.09863,-93.95261
Roosevelt,WA,45.816528,-120.28372
Cotton Center,TX,33.980231,-102.02668
Higgins,TX,36.113986,-100.09235
Floydada,TX,33.941748,-101.30072
Spring Valley,CA,32.732539,-116.95091
Fontana,CA,34.839964,-115.967051
Apalachicola,FL,29.745526,-85.023947
East Millsboro,PA,39.968503,-79.95183
Annville,PA,40.347757,-76.53498
Orrtanna,PA,39.876675,-77.3794
Bowie,MD,38.979413,-76.74382
Knoxville,MD,39.342991,-77.66014
Hampden Sydney,VA,37.241732,-78.4632
Glen Dale,WV,39.951586,-80.74994
Eufaula,AL,31.876168,-85.17362
Gatesville,NC,36.410008,-76.75097
Pittsfield,MA,42.3929,-73.228483
Worcester,MA,42.364807,-71.896868
Prairie Creek,IN,39.433602,-87.410094
Buchanan,MI,41.830012,-86.38349
Woollum,KY,37.005242,-83.80508
Vancleve,KY,37.635723,-83.35077
Hi Hat,KY,37.398774,-82.73257
Lucas,KY,36.840503,-85.995572
Elizabethtown,KY,37.704287,-85.86403
Brilliant,OH,40.26212,-80.6356
Sharpsburg,OH,39.368235,-82.010132
Watertown,OH,39.430738,-81.44512
Cumberland Gap,TN,36.566416,-83.67499
Osage,IA,43.290536,-92.82115
Lake Placid,FL,27.244668,-81.288424
Odenville,AL,33.668341,-86.43641
Autaugaville,AL,32.439967,-86.68801
Fort Collins,CO,40.502779,-105.01123
Divide,CO,38.927344,-105.18746
Shelley,ID,43.366017,-112.11712
Northampton,MA,42.324539,-72.63561
Westport,TN,35.878702,-88.27401
Columbia,MS,31.255242,-89.79264
York,ND,48.3223,-99.59878
Seymour,WI,44.51523,-88.31075
Amherst,OH,41.386533,-82.23419
Franklin Furnace,OH,38.653909,-82.82535
Chauncey,OH,39.4001,-82.12856
Bentonville,IN,39.656994,-85.167996
Honor,MI,44.701761,-86.05033
Ringsted,IA,43.291538,-94.54121
Waterloo,IA,42.407588,-92.26657
Tollesboro,KY,38.546281,-83.55909
Aberdeen,KY,37.279564,-86.670181
Urbana,OH,40.112531,-83.76633
Columbus,OH,39.969036,-83.011389
Gypsum,OH,41.503759,-82.87084
Stockton,IL,42.350108,-90.02362
Cornell,IL,41.011259,-88.74854
Champaign,IL,40.114931,-88.24322
Auburn,IL,39.588902,-89.75177
Southfield,MI,42.499335,-83.22829
Ewell,MD,37.991177,-76.02374
Wendel,PA,40.294021,-79.686626
Cabot,PA,40.796809,-79.75147
Valley Falls,NY,42.884779,-73.53703
Roxbury,NY,42.285644,-74.59011
Spencer,VA,36.590431,-80.03589
Bristol,VA,36.761613,-81.968712
Deep Water,WV,38.126873,-81.25954
Harts,WV,38.02644,-82.1086
Dadeville,AL,32.787441,-85.79955
Shock,WV,38.7357,-80.98431
Sandy,OR,45.375143,-122.21021
Ritter,OR,44.947425,-119.14087
Refton,PA,39.9469,-76.232229
Marion Heights,PA,40.80436,-76.46387
Port Trevorton,PA,40.696064,-76.90271
Pottsville,PA,40.68514,-76.2139
Freeland,PA,41.015634,-75.89791
Winter Springs,FL,28.683408,-81.28151
Saulsville,WV,37.603344,-81.53998
Midway,WV,37.715335,-81.24131
Morgantown,WV,39.645276,-79.962669
Burton,WV,39.646936,-80.44192
Bonlee,NC,35.648194,-79.414859
Weston,GA,31.973541,-84.62522
Columbus,GA,32.471492,-84.98005
Saint Augustine,FL,29.87131,-81.29464
Sheffield,VT,44.632918,-72.13245
Clifton,NJ,40.868699,-74.17102
Orangeburg,NY,41.047996,-73.96215
Pleasant Valley,NY,41.773053,-73.856116
Auburndale,MA,42.345833,-71.24735
Peace Dale,RI,41.375317,-71.64393
Merrimack,NH,42.858053,-71.51216
Center Conway,NH,44.041089,-71.0627
Conway,NH,43.966958,-71.15892
Otis,LA,31.200922,-92.72641
West Terre Haute,IN,39.508235,-87.46511
Kensett,IA,43.349766,-93.22573
Camp H M Smith,HI,24.859832,-168.021815
Fate,TX,32.941014,-96.38095
Missouri City,TX,29.601141,-95.51772
Dennis,KS,37.347626,-95.41692
Chester,UT,39.465357,-111.57686
Young,AZ,34.093715,-110.96487
Hazlehurst,MS,31.841281,-90.42995
Moss Point,MS,30.522009,-88.50312
Liberty Center,IN,40.708804,-85.29184
Fortuna,MO,38.561436,-92.80171
Esbon,KS,39.827165,-98.44356
Narka,KS,39.934395,-97.42125
Terral,OK,33.897998,-97.936166
Lexington,IL,40.63872,-88.7923
Kelliher,MN,47.997931,-94.55748
Hurley,SD,43.281047,-97.15149
Combes,TX,26.245051,-97.74157
Lake Charles,LA,30.226399,-93.20496
Horntown,VA,37.95715,-75.45296
Lynchburg,VA,37.242503,-79.109789
Lewisburg,WV,37.792525,-80.443556
Accoville,WV,37.75979,-81.82027
Edwards,NY,44.314998,-75.26149
Johnson City,NY,42.125725,-75.96686
Westover,PA,40.757085,-78.69622
Helen,GA,34.713441,-83.74189
Grandin,FL,29.727276,-81.9205
Rochelle,VA,38.303414,-78.28937
Mount Vernon,NY,40.907607,-73.83709
Bullville,NY,41.555634,-74.328805
Woodland,WI,43.414202,-88.704914
Amherst Junction,WI,44.513056,-89.30422
Makinen,MN,47.310374,-92.20091
Kelso,TN,35.1149,-86.4421
Drummonds,TN,35.489296,-89.94754
West College Corner,IN,39.567147,-84.82042
Crandall,IN,38.287227,-86.06805
Goshen,NJ,39.056521,-74.816619
Weedsport,NY,43.056292,-76.5563
Wickhaven,PA,40.120876,-79.77089
Ross,KS,37.332679,-94.977587
Penokee,KS,39.301053,-99.98755
Craig,NE,41.761217,-96.37407
Quitman,AR,35.402236,-92.20204
Gravelly,AR,34.88007,-93.70593
Fisty,KY,37.30636,-83.090441
Guthrie,KY,36.673268,-87.18089
Augusta,WV,39.285323,-78.59401
Farmville,NC,35.598204,-77.59066
Franklin,NC,35.185018,-83.39032
Craig,IA,42.896225,-96.309509
Halbur,IA,42.005206,-94.97547
Antioch,CA,37.991571,-121.80207
Sundown,TX,33.45798,-102.48829
Carson City,NV,39.167833,-119.776409
Brushy Mound,IL,39.213822,-89.82872
Clyde,NY,43.07351,-76.87557
Hopewell,PA,40.132345,-78.26845
Westport,CT,41.140896,-73.35178
East Setauket,NY,40.932053,-73.10666
Slingerlands,NY,42.646978,-73.87151
Wallkill,NY,41.507236,-74.412119
Gladwyne,PA,40.042444,-75.28002
Lake Powell,UT,37.655431,-110.03772
Winter Harbor,ME,44.396951,-68.081184
Oakland,ME,44.560495,-69.76938
Rangeley,ME,44.966701,-70.6576
Eastford,CT,41.90913,-72.09527
Pfafftown,NC,36.182718,-80.36487
Harrellsville,NC,36.289302,-76.76737
Otter Creek,FL,29.319173,-82.77965
Quantico,VA,38.721912,-77.466897
Buford,GA,34.089419,-83.94701
Brunswick,GA,31.166786,-81.49213
Mount Rainier,MD,38.941594,-76.96369
Hiddenite,NC,35.928486,-81.07441
La Victoria,TX,26.316452,-98.639793
Luling,TX,29.694257,-97.6533
Parachute,CO,39.493283,-108.11571
Meriden,WY,41.552531,-104.39118
Paulina,LA,30.03318,-90.73674
Scott,AR,34.689349,-92.07792
Wayne,OK,34.913215,-97.30452
Collinsville,OK,36.369251,-95.8397
Prospect,OR,42.780226,-122.51485
Mojave,CA,35.04535,-118.16141
Cambridge,ID,44.647796,-116.69
Enid,MS,34.135098,-90.01821
Brandenburg,KY,37.973094,-86.11831
Stoney Fork,KY,36.842522,-83.51851
Ney,OH,41.380047,-84.51313
Soldiers Grove,WI,43.388055,-90.76632
Tyler,MN,44.274909,-96.12408
Miami,IN,40.614644,-86.10749
Smiths Creek,MI,42.948521,-82.57049
Table Rock,NE,40.188015,-96.08978
Toston,MT,46.186442,-111.56253
Rexford,MT,48.875701,-115.27461
Chrisman,IL,39.786334,-87.66325
Enderlin,ND,46.630659,-97.6003
Bismarck,MO,37.740163,-90.63962
Russell,AR,35.36083,-91.50875
Hayes,LA,30.107308,-92.91992
Bernardston,MA,42.678023,-72.55569
Green Harbor,MA,42.069642,-70.649075
Forestville,CA,38.495857,-122.90636
Rancho Cordova,CA,38.607756,-121.18367
Haleiwa,HI,21.630633,-158.07448
Palm Desert,CA,33.660374,-116.408249
Rialto,CA,34.109511,-117.37617
Belden,MS,34.306239,-88.81668
Montpelier,MS,33.659271,-88.753976
Latham,OH,39.086218,-83.31764
Mays,IN,39.743346,-85.43035
Webb,AL,31.243717,-85.27681
Mount Vernon,AL,31.088463,-88.03007
Kinard,FL,30.283088,-85.21892
Commerce,MO,37.157131,-89.44651
Beirne,AR,34.055486,-93.189406
Fruitdale,SD,44.65371,-103.68084
Bull Shoals,AR,36.380815,-92.5856
Meno,OK,36.371779,-98.16808
Blanchard,IA,40.588924,-95.21254
Saint Johns,OH,40.520289,-84.16797
Coatesville,IN,39.679883,-86.67849
Saint Ignace,MI,45.923952,-84.7255
Bonaparte,IA,40.697875,-91.8051
Springville,AL,33.781133,-86.45052
Prattville,AL,32.459435,-86.42746
Piney Flats,TN,36.430799,-82.33344
Ambrose,ND,48.894491,-103.51215
Whitlash,MT,48.962291,-111.16737
Columbia Falls,MT,48.438331,-114.23052
Willard,KY,38.204459,-82.907615
North Lewisburg,OH,40.223286,-83.56172
Iola,WI,44.461926,-88.915027
Evans,GA,33.551145,-82.13949
Montandon,PA,40.964676,-76.85724
Mertztown,PA,40.497369,-75.68225
Corinth,NY,43.248892,-73.85172
South Lima,NY,42.855409,-77.687643
Widnoon,PA,40.847829,-79.451575
West Decatur,PA,40.943755,-78.30853
Alexis,NC,35.403268,-81.09974
Warsaw,VA,37.957869,-76.75725
Rock Cave,WV,38.792214,-80.3159
Hillsboro,NH,43.119417,-71.92108
Lewiston,ME,44.197009,-70.239485
Belgrade Lakes,ME,44.414056,-69.751913
Great Neck,NY,40.754757,-73.601772
Altamont,NY,42.698692,-74.03148
Averill Park,NY,42.62742,-73.53494
Winchester Center,CT,41.896321,-73.146312
Colonia,NJ,40.591653,-74.31341
Biddle,MT,45.078881,-105.37586
Grandin,MO,36.828561,-90.81359
Folsom,LA,30.616777,-90.1898
Alpine,AR,34.055486,-93.189406
Conway,AR,35.075467,-92.43401
Viola,ID,46.861905,-116.96316
Springer,NM,36.366344,-104.39211
Mitchell,OR,44.611941,-120.11346
Seaview,WA,46.332077,-124.05517
Ester,AK,64.842326,-148.02197
Ward Cove,AK,55.395359,-131.67537
Fort Bragg,CA,39.43695,-123.76087
Saddlestring,WY,44.497609,-106.870963
Shaw A F B,SC,33.972863,-80.46534
Allendale,SC,33.010041,-81.33069
Soperton,GA,32.387041,-82.58272
Fort Valley,GA,32.55568,-83.88641
Sunbright,TN,36.262842,-84.66549
Sanatorium,MS,31.891839,-89.77926
Fredericksburg,OH,40.671036,-81.84927
Hooven,OH,39.177002,-84.76337
Decker,IN,38.507039,-87.55539
Nelson,WI,44.451724,-91.95785
St Thomas,VI,18.322285,-64.963715
Michigan City,MS,34.975571,-89.25982
West Point,MS,33.619058,-88.64686
Kite,GA,32.69992,-82.51381
Burton,OH,41.442863,-81.14404
Frankfort,OH,39.390231,-83.19363
Groveport,OH,39.969036,-83.011389
Arcata,CA,40.867469,-124.07519
Lyford,TX,26.39381,-97.7113
Coleridge,NE,42.509494,-97.20526
Oneill,NE,42.516792,-98.60341
Kandiyohi,MN,45.133103,-94.91976
Schaumburg,IL,42.056376,-88.072522
Woden,IA,43.236648,-93.92137
Ayrshire,IA,43.023296,-94.85188
Keytesville,MO,39.500486,-92.9155
Casscoe,AR,34.505369,-91.30213
Mason,MI,42.582902,-84.44738
Tonica,IL,41.21076,-89.03886
Beaufort,NC,34.769532,-76.64783
New Zion,SC,33.795243,-80.04196
Peachtree City,GA,33.398992,-84.57062
Brooklyn,AL,31.466945,-87.044687
Earleville,MD,39.425542,-75.96164
Glen Allen,VA,37.531296,-77.416103
Pottsville,AR,35.228264,-93.03947
Kingfisher,OK,35.856216,-97.93743
Wakita,OK,36.844573,-97.962
Grand Prairie,TX,32.759922,-97.01216
Boone,CO,38.243711,-104.23282
Mount Hermon,CA,37.050798,-122.0569
Modesto,CA,37.644481,-120.98043
Garden Valley,CA,38.839773,-120.82881
Paskenta,CA,39.878018,-122.57972
Ninole,HI,19.942301,-155.18112
Clarks Mills,PA,41.402438,-80.18346
Flicksville,PA,40.693376,-75.471156
Johnson,NY,41.365286,-74.510918
Schaghticoke,NY,42.925765,-73.60664
Yulan,NY,41.522825,-74.93164
West Chazy,NY,44.819829,-73.51156
Suplee,PA,39.983153,-75.748055
Conshohocken,PA,40.077736,-75.30509
Jefferson,MD,39.372496,-77.55869
